delta	lambda	item	intercept	depth	embBias	embBias_Two	embBias_Three	compatible	compatible_Two	compatible_Three	compatible:EmbBias
0.05	0.75	ItemCritical_26	58.992	-0.066	-0.025	-0.072	0.022	-0.047	-0.0	-0.094	0.003
0.05	0.75	ItemCritical_27	59.117	-0.019	0.018	0.0425	-0.0065	-0.056	-0.188	0.076	0.122
0.05	0.75	ItemCritical_28	59.075	0.085	-0.025	-0.0345	-0.0155	0.425	0.208	0.642	0.081
0.05	0.75	ItemCritical_29	59.185	-0.095	0.063	0.1775	-0.0515	0.038	-0.1695	0.2455	0.193
0.05	0.75	ItemCritical_3	58.83	-0.472	0.042	0.108	-0.024	-0.641	-0.4525	-0.8295	0.205
0.05	0.75	ItemCritical_30	59.053	0.217	-0.029	0.0315	-0.0895	0.179	0.1315	0.2265	-0.038
0.05	0.75	ItemCritical_31	59.226	-0.161	0.08	0.0895	0.0705	0.085	0.0755	0.0945	-0.073
0.05	0.75	ItemCritical_32	59.064	-0.378	-0.092	-0.0335	-0.1505	0.038	0.0755	0.0005	-0.004
0.05	0.75	ItemCritical_33	59.139	-0.076	-0.014	0.069	-0.097	0.019	-0.0	0.038	-0.082
0.05	0.75	ItemCritical_34	59.204	0.236	0.014	-0.0915	0.1195	-0.066	-0.1885	0.0565	-0.065
0.05	0.75	ItemCritical_35	58.977	-0.179	-0.054	0.05	-0.158	-0.066	-0.3775	0.2455	0.088
0.05	0.75	ItemCritical_36	59.196	-0.142	0.066	-0.0385	0.1705	0.142	0.1325	0.1515	0.016
0.05	0.75	ItemCritical_4	59.151	0.047	-0.099	-0.1375	-0.0605	-0.085	-0.472	0.302	-0.009
0.05	0.75	ItemCritical_5	58.815	-0.661	-0.017	-0.064	0.03	0.245	0.3015	0.1885	-0.114
0.05	0.75	ItemCritical_7	59.139	-0.302	0.054	0.0755	0.0325	-0.283	-0.151	-0.415	0.205
0.05	0.75	ItemCritical_8	58.49	1.188	0.013	0.224	-0.198	-0.66	-1.4905	0.1705	-0.233
0.05	0.75	ItemCritical_9	58.69	-0.576	0.023	-0.099	0.145	-0.632	-0.2075	-1.0565	-0.009
0.05	0.75	ItemMixed_1	58.611	-0.944	0.024	-0.0525	0.1005	-0.283	0.2265	-0.7925	-0.082
0.05	0.75	ItemMixed_11	58.619	-0.944	0.069	0.1665	-0.0285	-0.132	-0.3585	0.0945	-0.123
0.05	0.75	ItemMixed_12	58.702	-0.736	0.356	-0.047	0.759	-0.415	-0.0945	-0.7355	0.067
0.05	0.75	ItemMixed_13	59.151	-0.236	-0.064	-0.0835	-0.0445	0.047	-0.038	0.132	-0.179
0.05	0.75	ItemMixed_14	58.517	-0.613	0.188	0.182	0.194	0.311	-0.1515	0.7735	0.045
0.05	0.75	ItemMixed_15	58.837	-0.547	0.189	-0.0235	0.4015	-0.472	-0.359	-0.585	-0.112
0.05	0.75	ItemMixed_16	58.796	0.104	0.132	0.168	0.096	-0.16	-0.358	0.038	-0.007
0.05	0.75	ItemMixed_17	59.173	0.141	0.047	0.061	0.033	0.142	-0.0185	0.3025	0.078
0.05	0.75	ItemMixed_18	59.226	-0.01	0.046	0.007	0.085	-0.066	0.0375	-0.1695	0.111
0.05	0.75	ItemMixed_19	58.709	-0.981	0.052	0.15	-0.046	0.113	0.207	0.019	0.325
0.05	0.75	ItemMixed_2	58.373	-0.632	0.108	0.1235	0.0925	-0.689	-0.906	-0.472	-0.038
0.05	0.75	ItemMixed_21	58.86	-0.868	0.049	0.096	0.002	0.283	0.132	0.434	0.127
0.05	0.75	ItemMixed_22	59.019	-0.227	0.128	0.147	0.109	-0.132	-0.264	0.0	0.298
0.05	0.75	ItemMixed_23	58.554	-0.67	0.186	0.1405	0.2315	0.028	-0.3025	0.3585	-0.714
0.05	0.75	ItemMixed_24	59.079	0.075	0.016	0.0445	-0.0125	0.189	0.0755	0.3025	0.014
0.05	0.75	ItemMixed_25	58.72	-0.066	-0.055	-0.098	-0.012	0.01	0.189	-0.169	0.389
0.05	0.75	ItemMixed_26	59.068	-0.123	-0.076	0.08	-0.232	0.066	0.0565	0.0755	0.086
0.05	0.75	ItemMixed_27	59.132	-0.113	-0.053	0.102	-0.208	0.283	0.283	0.283	-0.136
0.05	0.75	ItemMixed_28	58.619	-0.661	0.514	0.11	0.918	-0.113	0.0755	-0.3015	-0.046
0.05	0.75	ItemMixed_29	59.056	0.056	0.167	0.1485	0.1855	-0.472	-0.604	-0.34	0.431
0.05	0.75	ItemMixed_3	58.494	-0.972	0.224	0.23	0.218	0.274	0.0005	0.5475	-0.117
0.05	0.75	ItemMixed_30	58.664	-0.321	-0.11	-0.036	-0.184	-0.151	-0.2645	-0.0375	0.018
0.05	0.75	ItemMixed_31	58.57	-0.67	0.058	0.223	-0.107	-0.406	-0.491	-0.321	-0.055
0.05	0.75	ItemMixed_32	59.181	0.028	-0.027	0.1105	-0.1645	-0.104	-0.189	-0.019	0.068
0.05	0.75	ItemMixed_33	58.981	0.377	-0.046	-0.1355	0.0435	-0.717	-1.2645	-0.1695	-0.12
0.05	0.75	ItemMixed_34	58.951	-0.227	0.018	0.125	-0.089	-0.321	-0.1325	-0.5095	0.112
0.05	0.75	ItemMixed_35	58.743	-0.5	0.171	0.291	0.051	-0.424	-0.4525	-0.3955	-0.006
0.05	0.75	ItemMixed_36	58.426	-1.368	0.006	-0.044	0.056	-1.047	-0.6415	-1.4525	-0.337
0.05	0.75	ItemMixed_37	59.004	0.566	-0.03	-0.0085	-0.0515	0.604	1.0565	0.1515	0.067
0.05	0.75	ItemMixed_38	58.471	-0.576	0.19	0.284	0.096	0.142	0.227	0.057	-0.423
0.05	0.75	ItemMixed_39	58.483	-1.17	0.137	-0.0015	0.2755	-0.151	-0.321	0.019	-0.623
0.05	0.75	ItemMixed_4	59.222	0.056	0.085	0.044	0.126	0.132	0.113	0.151	0.073
0.05	0.75	ItemMixed_40	58.622	-0.953	0.123	-0.0945	0.3405	-0.349	-0.1885	-0.5095	-0.43
0.05	0.75	ItemMixed_41	59.241	0.198	0.06	0.0665	0.0535	-0.085	0.0185	-0.1885	0.074
0.05	0.75	ItemMixed_42	58.645	-0.934	0.35	0.214	0.486	0.349	0.4525	0.2455	-1.052
0.05	0.75	ItemMixed_43	59.004	-0.113	0.0	-0.047	0.047	-0.094	0.151	-0.339	0.088
0.05	0.75	ItemMixed_5	58.49	-0.434	-0.073	-0.118	-0.028	-0.264	-0.3585	-0.1695	-0.675
0.05	0.75	ItemMixed_6	58.819	-0.802	0.093	-0.067	0.253	-0.047	-0.3395	0.2455	-0.218
0.05	0.75	ItemMixed_7	59.237	0.056	0.053	0.083	0.023	-0.132	-0.1885	-0.0755	0.155
0.05	0.75	ItemMixed_8	58.766	-0.274	0.159	0.149	0.169	-0.368	-0.5095	-0.2265	-0.114
0.05	0.75	ItemMixed_9	59.287	0.047	0.015	0.0505	-0.0205	-0.047	-0.132	0.038	0.147
0.05	1	Item232_Critical_0	59.266	-0.051	0.003	0.0095	-0.0035	-0.09	-0.0475	-0.1325	0.038
0.05	1	Item232_Critical_1	59.244	-0.042	0.021	0.003	0.039	-0.052	0.0	-0.104	0.055
0.05	1	Item232_Critical_10	59.245	-0.028	-0.002	-0.0215	0.0175	0.056	0.0845	0.0275	-0.031
0.05	1	Item232_Critical_11	59.27	-0.004	0.008	0.009	0.007	0.014	0.0095	0.0185	-0.001
0.05	1	Item232_Critical_12	59.23	0.067	-0.009	-0.006	-0.012	-0.029	0.0275	-0.0855	0.054
0.05	1	Item232_Critical_13	59.266	-0.117	0.009	0.041	-0.023	-0.033	0.019	-0.085	0.007
0.05	1	Item232_Critical_14	59.219	0.019	0.038	-0.0105	0.0865	-0.067	0.065	-0.199	0.146
0.05	1	Item232_Critical_15	59.276	-0.075	0.002	0.0095	-0.0055	-0.029	0.018	-0.076	0.034
0.05	1	Item232_Critical_16	59.279	-0.028	-0.041	-0.077	-0.005	0.047	0.0375	0.0565	-0.036
0.05	1	Item232_Critical_17	59.24	0.015	-0.001	-0.0095	0.0075	0.089	0.0655	0.1125	-0.022
0.05	1	Item232_Critical_18	59.261	0.029	0.02	0.043	-0.003	0.094	0.1225	0.0655	-0.08
0.05	1	Item232_Critical_19	59.257	-0.066	0.011	0.008	0.014	-0.038	-0.0945	0.0185	-0.018
0.05	1	Item232_Critical_2	59.238	-0.037	0.001	0.001	0.001	0.028	0.0375	0.0185	0.018
0.05	1	Item232_Critical_20	59.238	-0.122	-0.017	-0.0075	-0.0265	-0.095	0.0465	-0.2365	-0.016
0.05	1	Item232_Critical_21	59.238	0.019	0.005	-0.0055	0.0155	-0.029	-0.0385	-0.0195	0.004
0.05	1	Item232_Critical_23	59.212	-0.037	-0.007	0.024	-0.038	-0.067	0.0085	-0.1425	-0.038
0.05	1	Item232_Critical_24	59.259	-0.023	0.037	0.0575	0.0165	-0.043	-0.0005	-0.0855	0.037
0.05	1	Item232_Critical_25	59.219	-0.122	-0.033	0.0125	-0.0785	-0.085	0.0	-0.17	-0.05
0.05	1	Item232_Critical_26	59.253	-0.084	0.006	0.028	-0.016	0.018	0.084	-0.048	0.063
0.05	1	Item232_Critical_27	59.247	-0.014	-0.001	-0.005	0.003	0.042	0.1315	-0.0475	0.01
0.05	1	Item232_Critical_28	59.234	-0.047	0.005	-0.007	0.017	-0.01	-0.0195	-0.0005	-0.035
0.05	1	Item232_Critical_3	59.264	-0.066	0.0	-0.01	0.01	0.018	0.037	-0.001	0.002
0.05	1	Item232_Critical_30	59.232	0.005	-0.006	0.019	-0.031	-0.147	-0.2085	-0.0855	0.102
0.05	1	Item232_Critical_4	59.225	0.005	0.01	-0.0065	0.0265	0.042	0.0185	0.0655	0.042
0.05	1	Item232_Critical_5	59.296	-0.08	0.009	-0.0165	0.0345	-0.052	-0.1135	0.0095	0.042
0.05	1	Item232_Critical_6	59.251	-0.042	-0.02	-0.0095	-0.0305	-0.024	0.0185	-0.0665	-0.062
0.05	1	Item232_Critical_7	59.261	0.01	-0.006	-0.013	0.001	0.0	-0.0285	0.0285	-0.019
0.05	1	Item232_Critical_8	59.232	-0.108	0.01	0.0425	-0.0225	-0.09	-0.038	-0.142	-0.038
0.05	1	Item232_Critical_9	59.234	-0.103	0.003	-0.015	0.021	-0.048	-0.001	-0.095	-0.005
0.05	1	Item238_Critical_VAdv1	-100.0	-0.103	0.0	-0.0135	0.0135	398.217	nan	nan	0.043
0.05	1	Item238_Critical_VN1	59.234	-0.018	0.041	0.0155	0.0665	-0.038	-0.0475	-0.0285	0.06
0.05	1	Item238_Critical_VN2	59.262	-0.202	-0.023	-0.02	-0.026	-0.081	0.056	-0.218	-0.002
0.05	1	Item238_Critical_VN3	58.862	-1.033	0.079	-0.0105	0.1685	0.004	-0.0575	0.0655	-0.082
0.05	1	Item238_Critical_VN5	59.259	-0.014	-0.003	0.009	-0.015	-0.015	-0.0105	-0.0195	-0.091
0.05	1	Item238_Critical_Vadv1	-100.0	0.104	0.0	0.026	-0.026	-398.274	nan	nan	0.072
0.05	1	Item238_Critical_Vadv2	58.789	-0.5	0.024	0.047	0.001	-0.114	-0.227	-0.001	-0.011
0.05	1	Item238_Critical_Vadv3	58.968	-0.523	0.029	0.0065	0.0515	-0.25	0.0565	-0.5565	-0.206
0.05	1	Item238_Critical_Vadv5	58.962	-0.66	0.028	0.0415	0.0145	-0.293	-0.0475	-0.5385	-0.052
0.05	1	Item238_Critical_Vadv6	58.774	-0.537	-0.045	0.059	-0.149	-0.18	0.0745	-0.4345	-0.447
0.05	1	Item238_Critical_Vadv7	58.928	-0.386	-0.022	-0.111	0.067	-0.114	-0.2935	0.0655	-0.13
0.05	1	Item238_Critical_Vadv8	59.028	-0.344	0.0	0.086	-0.086	0.089	0.0465	0.1315	0.112
0.05	1	Item238_Critical_Vadv9	58.859	-1.014	-0.012	-0.0195	-0.0045	0.334	0.1215	0.5465	-0.138
0.05	1	ItemCritical_6	59.268	-0.113	0.029	0.0415	0.0165	-0.057	-0.0195	-0.0945	-0.018
0.05	1	ItemMixed_1	59.17	-0.075	0.017	-0.0045	0.0385	0.075	-0.0005	0.1505	-0.043
0.05	1	ItemMixed_11	59.227	-0.047	-0.014	-0.021	-0.007	-0.104	-0.038	-0.17	0.043
0.05	1	ItemMixed_12	59.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.05	1	ItemMixed_13	59.281	-0.033	0.004	0.009	-0.001	0.023	0.103	-0.057	0.049
0.05	1	ItemMixed_14	59.238	-0.028	-0.006	-0.015	0.003	-0.01	0.122	-0.142	-0.013
0.05	1	ItemMixed_15	59.223	0.057	0.016	-0.004	0.036	0.0	0.0	0.0	0.0
0.05	1	ItemMixed_16	59.202	0.005	0.002	-0.0005	0.0045	-0.005	-0.0005	-0.0095	-0.005
0.05	1	ItemMixed_17	59.257	0.029	0.01	-0.001	0.021	-0.01	-0.0385	0.0185	0.011
0.05	1	ItemMixed_18	59.287	0.029	0.009	0.0235	-0.0055	0.066	-0.038	0.17	0.015
0.05	1	ItemMixed_19	59.193	-0.141	0.062	0.066	0.058	0.217	0.1225	0.3115	-0.055
0.05	1	ItemMixed_2	59.204	0.01	-0.003	0.001	-0.007	0.009	-0.0005	0.0185	-0.008
0.05	1	ItemMixed_21	59.215	0.114	-0.043	-0.06	-0.026	-0.029	-0.0575	-0.0005	-0.064
0.05	1	ItemMixed_22	59.242	0.038	-0.017	-0.018	-0.016	0.0	0.0285	-0.0285	0.016
0.05	1	ItemMixed_23	59.236	0.052	0.049	0.1305	-0.0325	0.108	0.226	-0.01	-0.073
0.05	1	ItemMixed_24	59.236	-0.127	0.002	-0.01	0.014	-0.033	-0.0285	-0.0375	0.024
0.05	1	ItemMixed_25	59.034	-0.566	-0.052	-0.009	-0.095	-0.067	0.0365	-0.1705	-0.114
0.05	1	ItemMixed_26	59.181	-0.113	-0.044	0.0865	-0.1745	0.103	-0.1045	0.3105	0.19
0.05	1	ItemMixed_27	59.264	-0.009	-0.01	-0.031	0.011	0.0	0.0	0.0	-0.029
0.05	1	ItemMixed_28	59.242	-0.113	0.046	-0.026	0.118	-0.029	-0.01	-0.048	0.142
0.05	1	ItemMixed_29	59.236	-0.061	-0.022	0.0275	-0.0715	-0.043	-0.0385	-0.0475	0.048
0.05	1	ItemMixed_3	59.14	-0.15	0.015	-0.0045	0.0345	0.0	0.0	0.0	-0.184
0.05	1	ItemMixed_30	59.206	-0.061	0.001	0.073	-0.071	-0.024	0.0375	-0.0855	-0.094
0.05	1	ItemMixed_31	59.264	0.067	-0.003	0.001	-0.007	0.028	0.0565	-0.0005	-0.016
0.05	1	ItemMixed_32	59.245	-0.094	0.012	-0.0205	0.0445	-0.038	0.0565	-0.1325	-0.01
0.05	1	ItemMixed_33	59.157	-0.278	0.007	-0.024	0.038	-0.005	-0.0945	0.0845	-0.177
0.05	1	ItemMixed_34	58.855	-0.787	0.111	0.0425	0.1795	-0.543	0.075	-1.161	0.234
0.05	1	ItemMixed_35	59.223	0.0	0.03	0.043	0.017	-0.133	-0.2085	-0.0575	-0.008
0.05	1	ItemMixed_36	59.204	-0.047	0.042	-0.009	0.093	-0.161	-0.0575	-0.2645	0.176
0.05	1	ItemMixed_37	59.178	-0.056	-0.033	0.0085	-0.0745	-0.114	-0.001	-0.227	-0.072
0.05	1	ItemMixed_38	59.132	-0.018	0.065	0.125	0.005	0.0	-0.151	0.151	0.132
0.05	1	ItemMixed_39	59.125	-0.075	0.001	-0.015	0.017	-0.189	-0.1135	-0.2645	0.002
0.05	1	ItemMixed_4	59.259	-0.014	-0.042	-0.0855	0.0015	0.033	0.1415	-0.0755	0.043
0.05	1	ItemMixed_40	59.113	-0.141	-0.02	-0.021	-0.019	-0.085	-0.0755	-0.0945	-0.162
0.05	1	ItemMixed_41	59.268	-0.094	-0.032	-0.0055	-0.0585	-0.123	-0.038	-0.208	-0.058
0.05	1	ItemMixed_42	59.204	-0.009	-0.002	-0.0045	0.0005	-0.01	-0.0195	-0.0005	0.005
0.05	1	ItemMixed_43	58.979	-0.627	0.061	-0.001	0.123	-0.411	0.075	-0.897	0.181
0.05	1	ItemMixed_5	59.162	-0.028	-0.046	-0.0335	-0.0585	-0.114	-0.067	-0.161	-0.115
0.05	1	ItemMixed_6	59.251	-0.136	0.066	-0.0135	0.1455	0.014	0.0375	-0.0095	-0.038
0.05	1	ItemMixed_7	59.259	-0.014	0.015	0.0035	0.0265	-0.033	-0.0095	-0.0565	0.026
0.05	1	ItemMixed_8	59.155	-0.056	-0.058	-0.011	-0.105	0.056	0.056	0.056	0.019
0.05	1	ItemMixed_9	59.272	-0.047	-0.003	0.0005	-0.0065	0.009	-0.076	0.094	0.028
0.1	0	Item232_Critical_0	59.2	0.113	-0.057	-0.0725	-0.0415	-0.113	-0.0755	-0.1505	0.036
0.1	0	Item232_Critical_1	59.079	0.339	0.004	0.031	-0.023	-0.056	0.076	-0.188	0.091
0.1	0	Item232_Critical_10	59.223	-0.057	-0.002	0.0245	-0.0285	-0.075	-0.0375	-0.1125	-0.001
0.1	0	Item232_Critical_11	59.106	-0.047	0.036	0.0965	-0.0245	-0.217	-0.302	-0.132	0.151
0.1	0	Item232_Critical_12	59.219	0.066	0.019	0.035	0.003	-0.009	0.1325	-0.1505	0.023
0.1	0	Item232_Critical_13	59.151	0.085	0.043	0.0735	0.0125	-0.141	-0.132	-0.15	0.006
0.1	0	Item232_Critical_14	59.14	0.038	0.026	0.089	-0.037	0.0	0.0	0.0	-0.24
0.1	0	Item232_Critical_15	59.219	-0.123	0.04	0.0425	0.0375	0.066	-0.0945	0.2265	0.057
0.1	0	Item232_Critical_16	59.155	0.245	0.05	0.124	-0.024	-0.151	-0.321	0.019	-0.078
0.1	0	Item232_Critical_17	59.109	0.038	-0.035	-0.095	0.025	0.113	0.113	0.113	-0.207
0.1	0	Item232_Critical_18	59.26	0.056	-0.049	-0.1005	0.0025	0.095	0.1325	0.0575	0.011
0.1	0	Item232_Critical_19	59.132	0.245	0.034	0.0965	-0.0285	-0.302	-0.3775	-0.2265	0.04
0.1	0	Item232_Critical_2	59.234	0.066	-0.043	-0.0605	-0.0255	0.066	0.1695	-0.0375	0.095
0.1	0	Item232_Critical_20	59.249	0.085	-0.056	-0.096	-0.016	-0.085	-0.1515	-0.0185	-0.121
0.1	0	Item232_Critical_21	59.125	-0.113	-0.007	-0.006	-0.008	0.132	0.113	0.151	0.072
0.1	0	Item232_Critical_23	59.287	-0.029	-0.004	-0.0125	0.0045	0.01	0.019	0.001	0.018
0.1	0	Item232_Critical_24	59.2	0.245	0.061	0.0685	0.0535	-0.075	-0.132	-0.018	0.16
0.1	0	Item232_Critical_25	59.042	0.056	0.069	0.053	0.085	0.076	-0.3015	0.4535	-0.326
0.1	0	Item232_Critical_26	59.125	0.245	0.073	0.194	-0.048	-0.038	0.1315	-0.2075	0.177
0.1	0	Item232_Critical_27	59.23	0.113	0.027	0.051	0.003	-0.188	-0.2635	-0.1125	0.013
0.1	0	Item232_Critical_28	59.109	0.17	0.014	-0.0775	0.1055	-0.245	-0.3585	-0.1315	-0.175
0.1	0	Item232_Critical_3	59.128	0.179	-0.037	-0.023	-0.051	0.085	0.283	-0.113	-0.094
0.1	0	Item232_Critical_30	59.238	0.038	0.019	0.107	-0.069	0.057	0.0945	0.0195	-0.02
0.1	0	Item232_Critical_4	59.17	-0.076	-0.013	0.033	-0.059	-0.113	-0.1885	-0.0375	0.052
0.1	0	Item232_Critical_5	59.238	0.0	-0.013	-0.043	0.017	-0.038	-0.3215	0.2455	0.06
0.1	0	Item232_Critical_6	59.215	-0.019	-0.015	0.01	-0.04	0.151	0.1695	0.1325	0.01
0.1	0	Item232_Critical_7	59.219	0.122	0.049	0.1055	-0.0075	0.161	0.2645	0.0575	-0.134
0.1	0	Item232_Critical_8	59.072	0.339	0.042	0.089	-0.005	-0.094	-0.019	-0.169	0.237
0.1	0	Item232_Critical_9	59.185	-0.038	-0.002	0.0475	-0.0515	-0.113	-0.0755	-0.1505	0.05
0.1	0	Item238_Critical_VAdv1	-100.0	0.038	0.0	0.1475	-0.1475	397.887	nan	nan	0.157
0.1	0	Item238_Critical_VN1	59.109	0.434	-0.032	-0.078	0.014	0.076	0.1325	0.0195	0.131
0.1	0	Item238_Critical_VN2	59.234	0.047	0.024	0.056	-0.008	0.161	0.34	-0.018	-0.057
0.1	0	Item238_Critical_VN3	59.064	-0.076	-0.107	-0.16	-0.054	-0.396	-0.5285	-0.2635	-0.098
0.1	0	Item238_Critical_VN5	59.204	-0.104	0.026	0.0125	0.0395	0.066	-0.2265	0.3585	-0.056
0.1	0	Item238_Critical_Vadv1	-100.0	0.302	0.0	0.087	-0.087	-398.0	nan	nan	-0.039
0.1	0	Item238_Critical_Vadv2	58.819	-0.047	0.194	0.217	0.171	-0.236	-0.604	0.132	0.152
0.1	0	Item238_Critical_Vadv3	59.008	-0.425	0.075	0.218	-0.068	-0.047	0.0565	-0.1505	0.361
0.1	0	Item238_Critical_Vadv5	58.872	0.047	-0.021	-0.031	-0.011	-0.236	-0.1135	-0.3585	-0.017
0.1	0	Item238_Critical_Vadv6	59.03	0.179	0.033	0.226	-0.16	-0.009	-0.0	-0.018	-0.038
0.1	0	Item238_Critical_Vadv7	59.049	0.075	0.05	0.081	0.019	-0.075	-0.1505	0.0005	0.008
0.1	0	Item238_Critical_Vadv8	58.989	-0.378	0.022	-0.0715	0.1155	0.227	0.0005	0.4535	0.138
0.1	0	Item238_Critical_Vadv9	59.0	-0.029	0.066	-0.0065	0.1385	0.161	0.17	0.152	0.157
0.1	0	ItemCritical_6	59.117	0.207	0.058	0.018	0.098	0.0	-0.2265	0.2265	-0.334
0.1	0.25	Item232_Critical_0	59.196	0.228	-0.021	-0.037	-0.005	-0.182	-0.3885	0.0245	-0.18
0.1	0.25	Item232_Critical_1	59.116	0.08	-0.035	-0.0665	-0.0035	-0.208	-0.029	-0.387	-0.202
0.1	0.25	Item232_Critical_10	59.229	0.192	-0.036	-0.0005	-0.0715	0.124	0.1835	0.0645	0.036
0.1	0.25	Item232_Critical_11	59.234	-0.07	-0.033	-0.027	-0.039	0.037	0.0205	0.0535	0.074
0.1	0.25	Item232_Critical_12	59.087	-0.321	0.131	0.127	0.135	-0.066	-0.191	0.059	-0.281
0.1	0.25	Item232_Critical_13	59.098	0.281	0.034	0.1395	-0.0715	-0.082	-0.1205	-0.0435	0.002
0.1	0.25	Item232_Critical_14	59.214	-0.034	-0.016	-0.0565	0.0245	0.131	0.131	0.131	-0.047
0.1	0.25	Item232_Critical_15	59.218	0.152	-0.039	-0.0525	-0.0255	0.118	0.2375	-0.0015	0.066
0.1	0.25	Item232_Critical_16	59.117	0.342	-0.103	-0.116	-0.09	-0.142	-0.0065	-0.2775	-0.283
0.1	0.25	Item232_Critical_17	59.244	-0.161	-0.009	0.04	-0.058	-0.152	-0.011	-0.293	-0.016
0.1	0.25	Item232_Critical_18	59.281	-0.048	-0.011	0.0165	-0.0385	0.035	-0.1665	0.2365	0.167
0.1	0.25	Item232_Critical_19	59.209	-0.104	-0.094	-0.1055	-0.0825	0.189	0.14	0.238	0.064
0.1	0.25	Item232_Critical_2	59.285	-0.007	-0.008	-0.0585	0.0425	-0.115	-0.24	0.01	0.037
0.1	0.25	Item232_Critical_20	59.175	-0.141	-0.016	-0.006	-0.026	0.011	0.3805	-0.3585	-0.029
0.1	0.25	Item232_Critical_21	59.211	-0.094	-0.086	0.003	-0.175	0.163	-0.12	0.446	-0.019
0.1	0.25	Item232_Critical_22	59.189	0.085	0.001	0.014	-0.012	0.047	0.3015	-0.2075	0.083
0.1	0.25	Item232_Critical_23	59.168	0.299	-0.009	-0.002	-0.016	-0.157	-0.2715	-0.0425	-0.028
0.1	0.25	Item232_Critical_24	59.1	-0.099	0.001	-0.029	0.031	0.13	-0.3485	0.6085	-0.012
0.1	0.25	Item232_Critical_25	59.188	0.143	-0.015	0.016	-0.046	-0.036	-0.1995	0.1275	0.149
0.1	0.25	Item232_Critical_26	59.2	0.052	0.021	-0.0395	0.0815	0.079	-0.03	0.188	-0.19
0.1	0.25	Item232_Critical_27	59.349	0.26	-0.002	0.33	-0.334	0.578	0.45	0.706	-0.011
0.1	0.25	Item232_Critical_28	59.22	0.144	-0.042	-0.044	-0.04	-0.048	-0.0325	-0.0635	0.013
0.1	0.25	Item232_Critical_29	59.268	0.076	0.052	0.129	-0.025	-0.057	-0.095	-0.019	0.157
0.1	0.25	Item232_Critical_3	59.132	-0.222	0.026	0.0475	0.0045	-0.333	-0.317	-0.349	0.068
0.1	0.25	Item232_Critical_30	59.269	-0.085	-0.022	-0.036	-0.008	-0.085	-0.149	-0.021	-0.002
0.1	0.25	Item232_Critical_31	59.246	0.057	-0.012	-0.063	0.039	-0.038	-0.095	0.019	-0.05
0.1	0.25	Item232_Critical_4	59.2	-0.116	-0.089	-0.1395	-0.0385	-0.251	-0.4525	-0.0495	-0.237
0.1	0.25	Item232_Critical_5	59.221	0.049	-0.034	-0.0245	-0.0435	-0.028	-0.0665	0.0105	0.019
0.1	0.25	Item232_Critical_6	59.196	0.24	0.009	0.0205	-0.0025	-0.075	-0.184	0.034	-0.071
0.1	0.25	Item232_Critical_7	59.236	0.149	-0.075	-0.176	0.026	0.17	0.3435	-0.0035	0.205
0.1	0.25	Item232_Critical_8	59.272	0.048	0.008	-0.033	0.049	-0.046	-0.2365	0.1445	-0.167
0.1	0.25	Item232_Critical_9	59.163	-0.107	0.019	-0.0865	0.1245	0.268	0.208	0.328	-0.087
0.1	0.25	Item238_Critical_VAdv1	-100.0	0.826	0.0	0.1545	-0.1545	397.601	nan	nan	0.399
0.1	0.25	Item238_Critical_VN1	59.077	0.147	-0.023	-0.0065	-0.0395	-0.285	-0.497	-0.073	-0.158
0.1	0.25	Item238_Critical_VN2	59.16	-0.243	-0.04	-0.004	-0.076	-0.141	-0.027	-0.255	-0.325
0.1	0.25	Item238_Critical_VN3	59.037	0.22	-0.01	-0.086	0.066	-0.042	-0.037	-0.047	-0.372
0.1	0.25	Item238_Critical_VN5	59.21	-0.019	-0.041	0.035	-0.117	0.088	0.2835	-0.1075	-0.093
0.1	0.25	Item238_Critical_Vadv1	-100.0	-0.07	0.0	0.0085	-0.0085	-397.967	nan	nan	-0.037
0.1	0.25	Item238_Critical_Vadv2	59.042	0.219	0.083	0.136	0.03	0.043	0.0865	-0.0005	0.017
0.1	0.25	Item238_Critical_Vadv3	59.125	0.073	-0.031	0.039	-0.101	-0.357	-0.6345	-0.0795	0.172
0.1	0.25	Item238_Critical_Vadv5	59.232	-0.137	0.061	0.0255	0.0965	0.005	-0.0005	0.0105	0.025
0.1	0.25	Item238_Critical_Vadv6	58.997	0.175	-0.066	-0.041	-0.091	-0.088	0.0095	-0.1855	0.072
0.1	0.25	Item238_Critical_Vadv7	59.147	-0.112	-0.063	-0.0015	-0.1245	-0.112	0.0235	-0.2475	-0.123
0.1	0.25	Item238_Critical_Vadv8	59.168	-0.1	0.077	0.005	0.149	-0.176	-0.176	-0.176	0.078
0.1	0.25	Item238_Critical_Vadv9	59.299	-0.233	-0.027	-0.003	-0.051	-0.04	-0.0675	-0.0125	0.072
0.1	0.25	ItemCritical_0	59.223	0.019	0.079	0.118	0.04	-0.151	-0.189	-0.113	0.195
0.1	0.25	ItemCritical_1	59.2	0.208	0.017	0.0475	-0.0135	-0.17	-0.2835	-0.0565	0.025
0.1	0.25	ItemCritical_10	59.246	-0.038	-0.004	-0.0125	0.0045	0.038	0.038	0.038	-0.061
0.1	0.25	ItemCritical_11	59.038	-0.047	0.023	-0.0275	0.0735	0.104	0.0565	0.1515	0.103
0.1	0.25	ItemCritical_12	59.019	-0.302	-0.075	0.043	-0.193	-0.302	-0.1515	-0.4525	-0.001
