workerid	completion	condition	item	sentence1	slide_number
8	had dropped like a stone was on drugs was entirely true.	SC_RC	CRITICAL_0	The report that the young violinist who the sponsors	22
8	won the race was disqualified for whip abuse.	sub_ext_RC	5_sub_ext_RC	The jockey who	23
8	tried to influence other voters at the polling station was removed.	sub_ext_RC	2_sub_ext_RC	The voter who	24
8	ordered the soup made angry spilled it into his lap.	RC_RC_an	3_RC_RC_an	The waiter who the customer who	25
8	suspected of murder was insane turned out to be false.	SC_RC	CRITICAL_9	The inkling that the odd neighbor who the woman	26
8	turned out to be ineligible swore at was not in the least offended.	RC_RC_an	2_RC_RC_an	The lawyer who the juror who	27
8	sipped her wine.	filler	filler_29	She drummed her fingers against the table as she	28
8	the farmer had finished calling them.	filler	filler_27	The horses ran down the hill to the barn before	29
8	dragged under had a heart condition was confirmed at the autopsy.	SC_RC	CRITICAL_11	The fact that the courageous lifesaver who the swimmer	30
8	years is your expectancy.	filler	filler_16	Four score and seven	32
8	blackmailed was a double agent was made under duress.	SC_RC	CRITICAL_2	The admission that the conservative senator who the diplomat	33
8	set up a new map database.	filler	filler_24	The aviators gathered together at the library to	34
8	listen, you'll miss these important points.	filler	filler_6	If you don't	35
8	found fault with wasn't sticking to the rules was untrue.	SC_RC	CRITICAL_8	The assumption that the office clerk who the customer	36
8	used to be a Mafiosi destroyed had too much damaging information in it.	RC_RC_inan	1_RC_RC_inan	The manuscript which the writer who	37
8	had an affair with was planning to steal the moon shocked us all.	SC_RC	CRITICAL_6	The realization that the mad scientist who the mayor	38
8	lied about his age.	filler	filler_12	Carl admitted to Larissa the he had	39
8	dog, I'll definitely train it better.	filler	filler_3	If I ever get another	40
8	went to school with took bribes was all too typical.	SC_RC	CRITICAL_4	The disclosure that the savvy politician who the banker	41
8	leaden August storm clouds.	filler	filler_35	The lumberjack sweated under the	42
9	tried to get onto an education course.	filler	filler	The gardener's son won a scholarship, so he	4
9	that he had booked the day off from work.	filler	filler	When Frank woke up, he remembered	5
9	households not taking part in recycling schemes.	filler	filler	Annabelle was generally against	6
9	they decided to have a sing a long together.	filler	filler_34	The choir made a lot of noise in the back of the bus after	7
9	had left a bad review about.	SC_RC	CRITICAL_3	The declaration that the famous surgeon who the patient	8
9	chance at life I will do things differently.	filler	filler_3	If I ever get another	9
9	lost her life savings to.	SC_RC	CRITICAL_2	The admission that the cunning trickster who the woman	10
9	watched an extra episode of a tv show.	filler	filler_12	Carl admitted to Larissa the he had	11
9	evaluated and found that the runner was addicted.	SC_RC	CRITICAL_1	The story that the marathon runner who the psychiatrist	12
9	worked on the case.	RC_RC_an	2_RC_RC_an	The lawyer who the juror who	13
9	clothes they were waering.	filler	filler_35	The lumberjack sweated under the	14
9	see how she was.	filler	filler_40	The old man phoned his younger sister to	15
9	try you can't fail.	filler	filler_6	If you don't	16
9	shooting takes place.	filler	filler_14	Every 20 minutes in the US a	17
9	vets employed to their company.	obj_ext_RC	1_obj_ext_RC	The veterinarian who the	19
9	would trust with their secrets.	SC_RC	CRITICAL_10	The belief that the old preacher who the parishioners	20
9	discuss their next move.	filler	filler_24	The aviators gathered together at the library to	21
9	thought had a bright future.	SC_RC	CRITICAL_11	The fact that the college student who the professor	22
9	would have a solo performance.	RC_RC_inan	2_RC_RC_inan	The ballad which the singer who	23
9	had been employed wasn't as good as first thought.	SC_RC	CRITICAL_9	The inkling that the marketing whiz who the artist	24
9	went to the polls and voted for a new party.	sub_ext_RC	2_sub_ext_RC	The voter who	25
9	client didn't think could be trusted.	obj_ext_RC	4_obj_ext_RC	The paralegal who the	26
9	rode the winner in the grand national was happy with their work.	sub_ext_RC	5_sub_ext_RC	The jockey who	27
9	found snooping around their house wasn't causing any problems.	SC_RC	CRITICAL_7	The assertion that the odd neighbor who the woman	28
9	left a tip because they were happy with the service.	RC_RC_an	3_RC_RC_an	The waiter who the customer who	30
9	they were fed.	filler	filler_27	The horses ran down the hill to the barn before	31
9	got in touch to report a problem.	RC_RC_an	1_RC_RC_an	The reporter who the professor who	32
9	equals to 87.	filler	filler_16	Four score and seven	33
9	was accusing of tax evasion.	SC_RC	CRITICAL_4	The disclosure that the suspected mobster who the media	34
9	are fun for the family to take part in.	filler	filler_5	Outdoor games and picnics	35
9	wrote down what they were saying to the patient.	RC_RC_inan	6_RC_RC_inan	The pen which the orthodontist who	37
9	worked on a safari trip making sure everyone was safe.	sub_ext_RC	4_sub_ext_RC	The ranger who	38
9	had hurt on their way out of the bank.	SC_RC	CRITICAL_5	The confirmation that the injured victims who the criminal	39
9	thought about what to say.	filler	filler_29	She drummed her fingers against the table as she	40
9	captain had picked for their skills.	obj_ext_RC	5_obj_ext_RC	The bowler who the	41
9	had thanked for saving them from the water.	SC_RC	CRITICAL_8	The assumption that the courageous lifesaver who the swimmer	42
10	went to university and became a doctor	filler	filler	The gardener's son won a scholarship, so he	4
10	it was a saturday and he had no work today	filler	filler	When Frank woke up, he remembered	5
10	eating meat but she made an exception for her grandmas cooking.	filler	filler	Annabelle was generally against	6
10	national team picked broke his wrist over the weekend	obj_ext_RC	5_obj_ext_RC	The bowler who the	7
10	supported had built an underground lair is entirely false!	SC_RC	CRITICAL_7	The assertion that the mad scientist who the mayor	8
10	said was dead turned out to be false. 	SC_RC	CRITICAL_0	The report that the odd neighbor who the woman	10
10	small business fails.	filler	filler_14	Every 20 minutes in the US a	11
10	spoke with did anything inappropriate will be investigated. 	SC_RC	CRITICAL_10	The belief that the office clerk who the customer	12
10	ran the shop who knew the judge	RC_RC_an	2_RC_RC_an	The lawyer who the juror who	13
10	stopping for some hay	filler	filler_27	The horses ran down the hill to the barn before	14
10	killed was actually an undercover agent from Russia.	SC_RC	CRITICAL_6	The realization that the violent extremist who the agent	15
10	go to the toilet now, you arent going until we get to the hotel!	filler	filler_6	If you don't	16
10	this event has gone through.	SC_RC	CRITICAL_5	The confirmation that the young violinist who the sponsors	17
10	tell her about the shit he had this morning. 	filler	filler_40	The old man phoned his younger sister to	18
10	found naked in the woods had socks on brings doubts about whether he is the sockless killer. 	SC_RC	CRITICAL_11	The fact that the alleged criminal who the officer	19
10	was working on proved to be fake	RC_RC_inan	1_RC_RC_inan	The manuscript which the writer who	20
10	compare sunglasses. 	filler	filler_24	The aviators gathered together at the library to	21
10	knew who both people and the judge and juror from earlier, confounded everyones expectations. 	RC_RC_an	1_RC_RC_an	The reporter who the professor who	22
10	are great until the dogs come sniffing. 	filler	filler_5	Outdoor games and picnics	23
10	was treating actually enjoyed running was found to be false	SC_RC	CRITICAL_8	The assumption that the marathon runner who the psychiatrist	24
10	lost his the lid was embarrassingly found in the patients mouth	RC_RC_inan	6_RC_RC_inan	The pen which the orthodontist who	25
10	trees while carrying the saw	filler	filler_35	The lumberjack sweated under the	26
10	sponsored was actually a llama came when he started spitting on people at the opening ceremony. 	SC_RC	CRITICAL_9	The inkling that the aspiring entrepreneur who the philanthropist	27
10	ate the last piece of cake	filler	filler_12	Carl admitted to Larissa the he had	28
10	treated actually made up the t-rex in its garden surprised no one.	SC_RC	CRITICAL_2	The admission that the frightened child who the medic	29
10	greg farted. 	filler	filler_34	The choir made a lot of noise in the back of the bus after	30
10	became an american footballer failed miserably. 	sub_ext_RC	5_sub_ext_RC	The jockey who	31
10	waited for her donuts.	filler	filler_29	She drummed her fingers against the table as she	32
10	kissed in the closet suprised everyone, no one saw little Bart hiding under the mop.  	SC_RC	CRITICAL_3	The declaration that the school principal who the teacher	33
10	doubted they knew which one either was talking about. 	RC_RC_an	3_RC_RC_an	The waiter who the customer who	34
10	dueted with another singer was a banger. 	RC_RC_inan	2_RC_RC_inan	The ballad which the singer who	35
10	dollar i'll be 80p richer	filler	filler_3	If I ever get another	36
10	worked  in the woods turned up dead. 	sub_ext_RC	4_sub_ext_RC	The ranger who	37
10	appointed was a good one. 	SC_RC	CRITICAL_1	The story that the military commander who the president	38
10	meat pies should be enough to fill a hall full of knights. 	filler	filler_16	Four score and seven	39
10	dog saw, was kinkly looking, he was not expecting a finger up the bum.	obj_ext_RC	1_obj_ext_RC	The veterinarian who the	40
10	judge though out of court was being disruptive. 	obj_ext_RC	4_obj_ext_RC	The paralegal who the	41
10	bribed shocked absolutely no one. 	SC_RC	CRITICAL_4	The disclosure that the savvy politician who the banker	42
11	opting for quantity over quality	filler	filler	Annabelle was generally against	4
11	that he had a class this morning	filler	filler	When Frank woke up, he remembered	5
11	decided to pursue post-graduate studies	filler	filler	The gardener's son won a scholarship, so he	6
11	became famous overnight	obj_ext_RC	5_obj_ext_RC	The bowler who the	7
11	reafter became successful	obj_ext_RC	4_obj_ext_RC	The paralegal who the	8
11	decided to change his profession	RC_RC_an	1_RC_RC_an	The reporter who the professor who	9
11	portrays as a hero is incorrect and based on false assumptions	SC_RC	CRITICAL_10	The belief that the suspected mobster who the media	10
11	forgot what the customer ordered. 	RC_RC_an	3_RC_RC_an	The waiter who the customer who	11
11	read books. 	filler	filler_24	The aviators gathered together at the library to	12
11	lost the case	RC_RC_an	2_RC_RC_an	The lawyer who the juror who	13
11	thought was very bright turned out to be extremely careless	SC_RC	CRITICAL_6	The realization that the college student who the professor	14
11	years ago	filler	filler_16	Four score and seven	15
11	thought was a murderer turned out false. 	SC_RC	CRITICAL_0	The report that the taxi driver who the tourist	16
11	hated everyone suffers from emotional disorder	sub_ext_RC	5_sub_ext_RC	The jockey who	17
11	thought was extremist turned out true	SC_RC	CRITICAL_7	The assertion that the old preacher who the parishioners	18
11	did not vote now realizes his mistake	sub_ext_RC	2_sub_ext_RC	The voter who	19
11	let go of has become viral	SC_RC	CRITICAL_1	The story that the violent extremist who the agent	20
11	danced all night	filler	filler_29	She drummed her fingers against the table as she	21
11	made fun of was a result of personal jealousy, sparks outrage among the community	SC_RC	CRITICAL_2	The admission that the ambitious student who the bully	22
11	chance to live my childhood, I will happily grab it	filler	filler_3	If I ever get another	23
11	person dies	filler	filler_14	Every 20 minutes in the US a	24
11	thought was in a relationship with another teacher turned out true	SC_RC	CRITICAL_9	The inkling that the school principal who the teacher	25
11	work hard, you won't succeed	filler	filler_6	If you don't	26
11	the sun set. 	filler	filler_27	The horses ran down the hill to the barn before	27
11	fired at, forms the base of the investigation	SC_RC	CRITICAL_8	The assumption that the injured victims who the criminal	28
