condition	correct_answer	given_answer	item	rating	sentence	slide_number	workerid
filler	N	N	filler	2	The socialite praised the hostess about the party who was preparing a fresh batch of punch.	9	6
filler	Y	Y	filler	1	The homeowner consulted the architect about the house who was worried about being behind schedule.	10	6
filler	Y	Y	filler	1	The board of directors announced that the business acquisition strategy was proceeding as planned.	11	6
filler	N	N	filler	2	Maple trees are classified as deciduous, whereas Norwegian pines are considered to be evergreen.	12	6
filler	N	N	filler	3	The parent called the teacher about the class who was giving bad grades to foreign students.	13	6
0	Y	Y	6	3	The evidence that the marathon runner who the psychiatrist treated for his illness was actually doping was ridiculous.	14	6
filler	N	N	filler	1	The student petitioned the professors regarding the course.	15	6
filler	N	N	filler	3	The host complimented the author about the book who was being interviewed on all the talk shows.	16	6
filler	Y	Y	filler	2	The socialite praised the hostesses for the party which was held yesterday in a luxurious ballroom.	17	6
filler	N	Y	filler	2	Yesterday, a patient complained who had missed his noon appointment so the doctor agreed to see him early tomorrow.	18	6
0	Y	Y	2	2	The rumor that the college student who the professor accused of cheating was dropping the class made the professor happy.	19	6
filler	N	N	filler	5	Since when it storms, the grass gets wet, the landscaper can't cut the grass, the garden will be overgrown.	20	6
filler	Y	Y	filler	1	The agent approached the publicists about the photo-shoot.	21	6
filler	N	N	filler	4	The professor said that the student that the committee that was visiting picked would present at the conference.	22	6
filler	N	N	filler	2	The scientist challenged the inventor about the drug who was claiming to have found a cure for cancer.	23	6
filler	N	N	filler	3	The student petitioned the instructor about the college who was writing a thesis on Philosophy.	24	6
filler	N	N	filler	1	Harvard University recently purchased a large tract of land to be used as a new boathouse for the rowing team.	25	6
2	Y	Y	1	2	The disclosure that the alleged criminal who the officer arrested after the murder was bogus.	26	6
filler	N	N	filler	2	The delivery man left the package with two labels on the porch which were printed with an address.	27	6
0	Y	Y	3	1	The report that the old preacher who the parishioners fired yesterday stole money from the church proved to be true.	28	6
0	Y	Y	9	1	The suggestion that the school principal who the teacher had an affair with had been fired was quoted in the newspaper.	29	6
filler	N	Y	filler	3	The officer cautioned the driver about the explorer who was talking on the phone while driving.	30	6
filler	N	N	filler	3	The critic complimented the director about the play who was asked to write the screenplay.	31	6
filler	N	N	filler	2	The salesman called the buyer about the rifle who was looking for antiques from the war.	32	6
filler	Y	Y	filler	1	The soccer team easily defeated their opponents with an impressive show of speed, cleverness and tenacity.	33	6
filler	Y	Y	filler	2	When my father lived in Australia, he would often go surfing along the coastal waters of Melbourne.	34	6
filler	Y	Y	filler	4	The man that drove the car that had the paint job that was peeling ran into a pedestrian.	35	6
filler	N	N	filler	2	The principal questioned the member about the clique who was mouthing off to teachers.	36	6
filler	Y	Y	filler	3	The chairman consulted the executive about the company who was playing golf at the country club.	37	6
filler	N	N	filler	4	This morning, a manager stayed who is rarely in the office so the employees were very well behaved.	38	6
filler	Y	Y	filler	4	Because if when the baby is crying, the mother gets upset, the father will help, the grandmother can rest easily.	39	6
filler	Y	Y	filler	4	The librarian delivered the books with many photographs to the building which depicted horses.	40	6
0	Y	Y	4	5	The confirmation that the conservative senator who the diplomat opposed in the election won in the run-off really made him angry.	41	6
filler	Y	Y	filler	1	The reporter interviewed the actors about the movie.	42	6
filler	N	N	filler	1	The city of San Francisco is considered an expensive place to live, as rental rates routinely approach thousands of dollars.	43	6
filler	N	N	filler	1	The publisher complimented the editors on the magazine.	44	6
filler	N	N	filler	1	The counselor consoled the students about the competition.	45	6
filler	Y	Y	filler	2	The sportscaster interviewed the captain about the team who was leading his team to the championship.	46	6
2	Y	Y	7	2	The information that the marketing whiz who the artist had hired shocked everyone.	47	6
filler	Y	Y	filler	1	Jonathan will buy the red sports car from the dealer as soon as he returns from his vacation in the Caribbean.	48	6
filler	Y	Y	filler	2	The lecturer spoke to the man in the classroom wearing a blue suit which had good seating and blackboards.	49	6
filler	N	N	filler	1	The policeman questioned the driver about the bus who was directing tourists to the restricted ruins.	50	6
filler	Y	Y	filler	3	The team decided that the strategy that the visitors from Arkansas that were known to be troublemakers had used to win the tournament was a form of cheating.	51	6
2	Y	N	0	1	The reminder that the frightened child who the medic rescued from the flood relieved everyone.	52	6
0	Y	Y	11	2	The belief that the young violinist who the sponsors backed financially abused drugs is likely true.	53	6
filler	N	N	filler	1	The astronaut flew the spaceship with three tanks to the moon which were filled with fuel.	54	6
filler	N	N	filler	1	The two children walked slowly in front of their mother as they gradually approached the playground.	55	6
filler	N	N	filler	2	The republican challenged the president about the nation who was elected by the left-wing opposition.	56	6
filler	Y	Y	filler	2	The reporter approached the victim about the attack who was injured by the suicide bomber.	57	6
filler	N	Y	filler	2	The activist petitioned the sponsor about the bill who was speaking out against immigration.	58	6
filler	N	N	filler	1	In 1945, Germany and Japan surrendered to the Allied forces, ending one of the bloodiest conflicts in history.	59	6
filler	N	N	filler	2	The colonel cautioned the commander about the platoon who was ordering the troops to continue fighting.	60	6
2	Y	N	5	1	The thought that the leading man who the starlet fell in love with almost made her cry.	61	6
filler	Y	Y	filler	1	The neighbor approached the owner about the dog who was building a doghouse over the property line.	62	6
filler	Y	Y	filler	4	When the boat on the shore Philip reached try to start the engine and escape from the soldiers he did.	63	6
filler	Y	Y	filler	1	The police officer will guard the crosswalk as the children pass by on the way to elementary school.	64	6
2	Y	Y	8	2	The story that the famous sculptor who the painter admired more than anyone was completely untrue.	65	6
2	Y	Y	10	2	The revelation that the suspected mobster who the media portrayed in detail turned out to be true.	66	6
filler	N	N	filler	5	The florist sent the flowers on the table to the boy that were very expensive.	7	7
filler	Y	Y	filler	2	The principal criticized the instructors for the program.	8	7
filler	N	N	filler	4	The socialite praised the hostess about the party who was preparing a fresh batch of punch.	9	7
filler	N	N	filler	3	The student petitioned the instructor about the college who was writing a thesis on Philosophy.	10	7
0	Y	Y	8	3	The story that the frightened child who the medic rescued from the flood was completely unharmed relieved everyone.	11	7
filler	N	N	filler	4	The delivery man left the package with two labels on the porch which were printed with an address.	12	7
filler	N	Y	filler	1	Harvard University recently purchased a large tract of land to be used as a new boathouse for the rowing team.	13	7
filler	Y	Y	filler	5	The lecturer spoke to the man in the classroom wearing a blue suit which had good seating and blackboards.	14	7
filler	N	N	filler	3	Since when it storms, the grass gets wet, the landscaper can't cut the grass, the garden will be overgrown.	15	7
filler	N	N	filler	3	The critic complimented the director about the play who was asked to write the screenplay.	16	7
filler	N	Y	filler	3	The activist petitioned the sponsor about the bill who was speaking out against immigration.	17	7
filler	Y	Y	filler	4	The chairman consulted the executive about the company who was playing golf at the country club.	18	7
