workerid	completion	condition	item	sentence1	slide_number
211	6	verklagt hat, tatsächlich schlecht gehandelt hat, überraschend ist.	SC_RC	EMBEDDED_3	Ich denke nicht, dass die Entdeckung, dass der Chef, den der Angestellte	27
212	6	bewundert, tatsächlich nicht so viel Gutes tut, Unsinn ist.	SC_RC	EMBEDDED_10	Hans hat behauptet, dass die Vermutung, dass der Pfarrer, den das Gemeindemitglied	30
213	6	zusammen zu lernen.	filler	filler_24	Die Piloten trafen sich in der Bibliothek, um	8
214	6	konnte er studieren gehen.	filler	filler	Der Sohn des Gärtners erhielt ein Stipendium, deshalb	4
215	6	nach Spenden gefragt hatte, zu geizig dafür ist, tatsächlich falsch war.	SC_RC	EMBEDDED_8	Vorher erfuhr Angela, dass die Auffassung, dass der Unternehmer, den der Wohltäter	36
216	6	waren sie sich schon einmal begegnet.	filler	filler_16	Vor langer Zeit	7
217	6	öffentlich niedermachte, schlecht ist, überzeugend ist.	SC_RC	EMBEDDED_1	Die Leute glauben, dass der Beleg, dass der Schauspieler, den der Star	12
218	6	heute Dienst hat, wollte nicht zur Arbeit kommen.	sub_ext_RC	4_sub_ext_RC	Der Förster, der	10
219	6	sehr selbstkritisch war, eingereicht hat, ist zu einem erfolgreichen Buch geworden.	RC_RC_inan	1_RC_RC_inan	Das Manuskript, das der Schriftsteller, der	40
220	6	gebeten hatten zu spielen, nicht sehr gut war, unbegründet sei.	SC_RC	EMBEDDED_9	Ibrahim hat gemeint, dass die Befürchtung, dass der Geigenspieler, den die Sponsoren	23
221	6	einen schlechten Tag hatte, gerügt hat, konnte dafür trotz allem Verständnis aufbringen.	RC_RC_an	2_RC_RC_an	Der Anwalt, den der Richter, der	21
222	6	sie über seine Ankunftszeit zu informieren.	filler	filler_40	Der alte Mann rief seine Schwester an, um	13
223	6	getroffen hatte, eine Affäre hatte, Unsinn ist.	SC_RC	EMBEDDED_11	Luigi hat gedacht, dass die Feststellung, dass der Nachbar, den der Mann	9
224	6	er den Wettbewerb gewonnen hatte	filler	filler_34	Der Chor machte im Bus vieln Lärm, nachdem	26
225	6	sind bei gutem Wetter wirklich schön.	filler	filler_5	Spiele und Picknicks im Freien	35
226	6	sich nicht zwischen den Parteien entscheiden konnte, wählte zufällig die Partei, die gewann.	sub_ext_RC	2_sub_ext_RC	Der Wähler, der	22
227	6	hinter Gittern bringen wollte, dies auch mit anderen Frauen gemacht hatte, zur Verurteilung beigetragen hat.	SC_RC	EMBEDDED_6	Klaus hat erzählt, dass die Erkenntnis, dass der Betrüger, den die Frau	39
228	6	gebraucht hat, zeigte, Gefahr bedeutet.	SC_RC	EMBEDDED_5	Lisa hat gesagt, dass das Zeichen, dass der Lebensretter, den der Schwimmer	34
229	6	die Fans lieben, verlässt leider den Verein.	obj_ext_RC	5_obj_ext_RC	Der Fußballer, den	24
230	6	wegen seiner neuesten Studie viel Anerkennung bekam, mit einem Interview beauftragt hat, fand dieses sehr interessant.	RC_RC_an	1_RC_RC_an	Der Reporter, den der Professor, der	33
231	6	gewaltsam behandelt hat, eine falsche Anklage gemacht hat, Unsinn ist.	SC_RC	EMBEDDED_2	Ich habe gehört, dass die Klage, dass das Opfer, das der Verbrecher	25
232	7	der prallen Mittagssonne.	filler	filler_35	Der Holzfäller schwitzte unter	20
233	7	war sein Vater stolz auf ihn.	filler	filler	Der Sohn des Gärtners erhielt ein Stipendium, deshalb	4
234	7	sind nicht überall erlaubt.	filler	filler_5	Spiele und Picknicks im Freien	42
235	7	jetzt alle wegen des Eigentors auslachen, hat sich aus der Öffentlichkeit zurückgezogen.	obj_ext_RC	5_obj_ext_RC	Der Fußballer, den	9
236	7	gejagt hat, einen Ladendiebstahl begangen hat, falsch ist.	SC_RC	EMBEDDED_6	Ibrahim hat gemeint, dass die Überzeugung, dass der Kriminelle, den der Polizist	19
237	7	den Preis gewonnen hat, verloren hatte, hat sich wieder angefunden.	RC_RC_inan	1_RC_RC_inan	Das Manuskript, das der Schriftsteller, der	12
238	7	ausgezeichnet hatte, sich dazu im Fernsehen äußern soll, auf Widerstand stieß.	SC_RC	EMBEDDED_2	Lisa hat gesagt, dass die Aufforderung, dass der Wissenschaftler, den der Bürgermeister	41
239	7	verprügelt hat, nur Opfer war, generell verspottet wird.	SC_RC	EMBEDDED_7	Klaus hat erzählt, dass die Auffassung, dass der Schauspieler, den der Star	8
240	7	darauf wartete, aufgerufen zu werden.	filler	filler_29	Sie trommelte mit den Fingern auf den Tisch als sie	18
241	7	keinen Personalausweis dabei hatte, wurde nicht zur Abstimmung zugelassen.	sub_ext_RC	2_sub_ext_RC	Der Wähler, der	16
242	7	Kasten Bier kaufe, wird mich meine Frau verlassen.	filler	filler_3	Wenn ich jemals noch einen	7
243	7	sich im Wald immer weniger auskennt, soll jetzt in Rente gehen.	sub_ext_RC	4_sub_ext_RC	Der Förster, der	30
244	7	nicht mehr daran, was er geträumt hatte.	filler	filler	Als Frank aufwachte, erinnerte er sich	6
245	7	sich beschwert hatte, herbeigerufen hat, kam schnell.	RC_RC_an	3_RC_RC_an	Der Kellner, den der Kunde, der	32
246	7	nicht mehr an Gott glaubt.	filler	filler_12	Karl gab gegenüber Larissa zu, dass er	38
247	7	ihr zum Geburtstag zu gratulieren.	filler	filler_40	Der alte Mann rief seine Schwester an, um	24
248	7	gestellt hat, entlassen werden soll, gerecht ist.	SC_RC	EMBEDDED_0	Niemand denkt wirklich, dass die Anordnung, dass der Buchhändler, den der Dieb	31
249	7	beauftragt hatte, wortbrüchig geworden ist, falsch ist.	SC_RC	EMBEDDED_1	Luigi hat gedacht, dass der Bericht, dass der Händler, den der Unternehmer	17
250	7	es Abend wurde.	filler	filler_27	Die Pferde liefen den Hügel herunter zum Stall, bevor	40
251	7	er nach dem Auftritt erleichtert war.	filler	filler_34	Der Chor machte im Bus vieln Lärm, nachdem	28
252	7	auf seine Studentin stolz war, angerufen hat, war beeindruckt.	RC_RC_an	1_RC_RC_an	Der Reporter, den der Professor, der	29
253	7	ihr empfohlen worden war, gesucht hatte, hat sich wieder angefunden.	RC_RC_inan	6_RC_RC_inan	Der Stift, den der Zahnarzt, der	22
254	7	den Ausbau der Autobahn	filler	filler	Annabelle war generell gegen	5
255	7	herbeigerufen hatte, kompetent war, überflüssig war.	SC_RC	EMBEDDED_5	Vorher erfuhr Angela, dass der Zweifel, dass der Lebensretter, den der Schwimmer	33
256	7	bedacht hatte, ein Kriegsverbrecher ist, erst jetzt in die Öffentlichkeit geraten ist.	SC_RC	EMBEDDED_9	Ich habe gehört, dass die Erkenntnis, dass der Unternehmer, den der Wohltäter	21
257	7	ein Verkehrsunfall.	filler	filler_14	Alle 20 Minuten passiert in Deutschland	13
258	7	die Polizei gesucht hat, hat sich am Ende selbst gestellt.	obj_ext_RC	4_obj_ext_RC	Der Jurist, den	11
259	7	homerische Epen zu studieren.	filler	filler_24	Die Piloten trafen sich in der Bibliothek, um	37
260	7	von der Leiter steigst, hole ich dich runter.	filler	filler_6	Wenn du nicht	36
261	7	aufgesucht hatte, gar nicht Medizin studiert hat, ein Skandal war.	SC_RC	EMBEDDED_4	Peter sagte mir, dass die Entdeckung, dass der Chirurg, den der Patient	35
262	7	Anna konsultiert hat, hat einen guten Ruf.	obj_ext_RC	1_obj_ext_RC	Der Tierarzt, den	14
263	7	beauftragt hatte, nachlassig war, abgewiesen wurde.	SC_RC	EMBEDDED_3	Hans hat behauptet, dass die Klage, dass der Kommandant, den der Präsident	15
264	7	beleidigt hat, Anzeige erstatten will, falsch ist.	SC_RC	EMBEDDED_8	Ich denke nicht, dass die Annahme, dass der Taxifahrer, den der Tourist	23
265	7	herbeigerufen hat, gestohlen hat, falsch wiedergegeben wird.	SC_RC	EMBEDDED_10	Gestern sagte Norbert, dass die Tatsache, dass der Büroangestellte, den der Kunde	27
266	7	kritisiert hat, ein Bürokrat ist, nicht laut geäußert werden darf.	SC_RC	EMBEDDED_11	Die Leute glauben, dass die Feststellung, dass der Schulleiter, den der Lehrer	25
267	7	die Band verlassen hat, komponiert hat, wird sehr gelobt.	RC_RC_inan	2_RC_RC_inan	Die Ballade, die der Sänger, der	10
268	7	war der Großvater auch einmal jung.	filler	filler_16	Vor langer Zeit	39
269	7	bald in Pension geht, zurechtgewiesen hat, ist jetzt beleidigt.	RC_RC_an	2_RC_RC_an	Der Anwalt, den der Richter, der	26
270	7	beim Rennen gestürzt war, hat sich wieder erholt.	sub_ext_RC	5_sub_ext_RC	Der Jockey, der	34
271	8	auf die Nachricht wartete	filler	filler_29	Sie trommelte mit den Fingern auf den Tisch als sie	22
272	8	studierte er an einer angesehenen Uni	filler	filler	Der Sohn des Gärtners erhielt ein Stipendium, deshalb	6
273	8	beleidigt hatte, dann aggressiv wurde, gerechtfertigt war	SC_RC	EMBEDDED_6	Die Leute glauben, dass die Feststellung, dass der Taxifahrer, den der Tourist	21
274	8	Anna sehr gut kannte, stellte die Diagnose	obj_ext_RC	1_obj_ext_RC	Der Tierarzt, den	11
275	8	der Regen begann	filler	filler_27	Die Pferde liefen den Hügel herunter zum Stall, bevor	23
276	8	den Flugplan zu besprechen	filler	filler_24	Die Piloten trafen sich in der Bibliothek, um	20
277	8	beobachtet hatte, Dreck am Stecken hatte, überzogen war	SC_RC	EMBEDDED_8	Gestern sagte Norbert, dass die Mutmaßung, dass der Nachbar, den der Mann	10
278	8	Massentierhaltung	filler	filler	Annabelle war generell gegen	5
279	8	seinem Hemd	filler	filler_35	Der Holzfäller schwitzte unter	31
280	8	erwischt hatte, korrupt war, eindeutig ist.	SC_RC	EMBEDDED_2	Lisa hat gesagt, dass das Zeichen, dass der Politiker, den der Banker	8
281	8	man aus dem Fernsehen kannte, betrat den Raum	obj_ext_RC	4_obj_ext_RC	Der Jurist, den	42
282	8	letztes Jahr die Praxis eröffnet hatte, benutzte, trug das Logo der Praxis.	RC_RC_inan	6_RC_RC_inan	Der Stift, den der Zahnarzt, der	9
283	8	daran schon mehrere Jahre gearbeitet hatte, einreichte, wurde sehr erfolgreich	RC_RC_inan	1_RC_RC_inan	Das Manuskript, das der Schriftsteller, der	24
284	8	immer montags kam, sah, war Hans	RC_RC_an	3_RC_RC_an	Der Kellner, den der Kunde, der	32
285	8	lebten auf der Erde Dinosaurier.	filler	filler_16	Vor langer Zeit	19
286	8	ein Verkehrsunfall	filler	filler_14	Alle 20 Minuten passiert in Deutschland	14
287	8	Hund haben sollte, würde ich ihn Fukano nennen	filler	filler_3	Wenn ich jemals noch einen	40
288	8	gesehen hatte, den Eintrittspreis bezahlen solle, eine Frechheit war	SC_RC	EMBEDDED_3	Klaus hat erzählt, dass die Aufforderung, dass der Lebensretter, den der Schwimmer	41
289	8	angeklagt hatte, betrogen hatte, berechtigt war	SC_RC	EMBEDDED_1	Ibrahim hat gemeint, dass die Kritik, dass der Bildhauer, den die Anwältin	33
290	8	nicht mehr an seinen Traum 	filler	filler	Als Frank aufwachte, erinnerte er sich	4
291	8	sie nach ihrem Wohlbefinden zu fragen	filler	filler_40	Der alte Mann rief seine Schwester an, um	18
292	8	auf Tornado ritt, war erst 22	sub_ext_RC	5_sub_ext_RC	Der Jockey, der	30
293	8	gefördert hatte, nun sehr erfolgreich ist, verdient ist	SC_RC	EMBEDDED_10	Ich habe gehört, dass die Tatsache, dass der Unternehmer, den der Wohltäter	25
294	8	verhört hatte, wirklich schuldig sei, unbegründet wäre	SC_RC	EMBEDDED_0	Hans hat behauptet, dass der Zweifel, dass der Kriminelle, den der Polizist	13
295	8	im Wald arbeitete, war Hans	sub_ext_RC	4_sub_ext_RC	Der Förster, der	34
296	8	nicht leiden konnte, gepfuscht hat, echt war	SC_RC	EMBEDDED_4	Niemand denkt wirklich, dass der Beleg, dass der Wissenschaftler, den der Bürgermeister	35
297	8	das Parteiprogramm kennt, wählt die NPD nicht	sub_ext_RC	2_sub_ext_RC	Der Wähler, der	15
298	8	verführt hatte, nun Liebeskummer habe, unbegründet sei	SC_RC	EMBEDDED_9	Luigi hat gedacht, dass die Annahme, dass der Schauspieler, den der Star	16
299	8	angeklagt hatte, schon viele weitere Leute erpresst hatte, schockierend war	SC_RC	EMBEDDED_5	Peter sagte mir, dass die Entdeckung, dass der Betrüger, den die Frau	39
300	8	er die Meisterschaft gewonnen hatte	filler	filler_34	Der Chor machte im Bus vieln Lärm, nachdem	27
301	8	schon seit 20 Jahren am Gericht arbeitete, nicht kannte, betrat den Saal.	RC_RC_an	2_RC_RC_an	Der Anwalt, den der Richter, der	7
302	8	wir alle kennen, ist Manuel Neuer	obj_ext_RC	5_obj_ext_RC	Der Fußballer, den	17
303	8	ertappt hatte, unschuldig war, gerechtfertigt ist	SC_RC	EMBEDDED_7	Ich denke nicht, dass die Auffassung, dass der Mafioso, den der Journalist	29
304	8	sind toll	filler	filler_5	Spiele und Picknicks im Freien	38
305	8	sie betrogen hatte	filler	filler_12	Karl gab gegenüber Larissa zu, dass er	12
306	8	willst, dann sag nein	filler	filler_6	Wenn du nicht	26
307	8	davor nicht kannte, einen Fehler gemacht hatte, zu spät kam	SC_RC	EMBEDDED_11	Vorher erfuhr Angela, dass die Erkenntnis, dass der Chirurg, den der Patient	37
308	8	einen rauen Hals hatte, singen musste, war sehr schwierig	RC_RC_inan	2_RC_RC_inan	Die Ballade, die der Sänger, der	28
309	8	letztes Jahr 60 wurde, kannte, fragte interessiert nach	RC_RC_an	1_RC_RC_an	Der Reporter, den der Professor, der	36
310	9	befangen schien, legte Einspruch ein.	RC_RC_an	2_RC_RC_an	Der Anwalt, den der Richter, der	7
311	9	Kaffee zu trinken.	filler	filler_24	Die Piloten trafen sich in der Bibliothek, um	12
312	9	machte, nicht ungeschoren davonkommen soll.	SC_RC	EMBEDDED_5	Die Leute glauben, dass die Entdeckung, dass der Betrüger, den die Frau	18
313	9	verhaftete, unvollständig sei.	SC_RC	EMBEDDED_1	Peter sagte mir, dass der Bericht, dass der Kriminelle, den der Polizist	15
314	9	alles und jeden.	filler	filler	Annabelle war generell gegen	6
315	9	ein Anfänger war, einreichte, war nicht gut.	RC_RC_inan	1_RC_RC_inan	Das Manuskript, das der Schriftsteller, der	11
316	9	sind toll.	filler	filler_5	Spiele und Picknicks im Freien	10
317	9	an nichts.	filler	filler	Als Frank aufwachte, erinnerte er sich	5
318	9	ich kenne, ist wirklich kompetent.	obj_ext_RC	4_obj_ext_RC	Der Jurist, den	14
319	9	sass auf dem Pferd.	sub_ext_RC	5_sub_ext_RC	Der Jockey, der	8
320	9	besuchte er die Universität.	filler	filler	Der Sohn des Gärtners erhielt ein Stipendium, deshalb	4
321	9	wählt, hat die Qual der Wahl.	sub_ext_RC	2_sub_ext_RC	Der Wähler, der	17
322	9	erwähnt hatte, unfähig ist, falsch ist.	SC_RC	EMBEDDED_11	Klaus hat erzählt, dass die Tatsache, dass der Schulleiter, den der Lehrer	9
323	9	schläfst, bist du wach.	filler	filler_6	Wenn du nicht	16
324	9	ein Unfall.	filler	filler_14	Alle 20 Minuten passiert in Deutschland	13
325	10	die Chorprobe so gut gelaufen war.	filler	filler_34	Der Chor machte im Bus vieln Lärm, nachdem	8
326	10	für seine ausfallende Art bekannt war, angeschnauzt hatte, zog sich zurück. 	RC_RC_an	1_RC_RC_an	Der Reporter, den der Professor, der	17
327	10	angerufen hatte, zu viel Geld verlangte, falsch sei.	SC_RC	EMBEDDED_6	Gestern sagte Norbert, dass die Auffassung, dass der Händler, den der Unternehmer	39
328	10	um Rat gefragt hatte, ein Schwindler sei, gelogen war.	SC_RC	EMBEDDED_8	Luigi hat gedacht, dass die Ansicht, dass der Wissenschaftler, den der Bürgermeister	18
329	10	mitkommen willst, gehe ich eben alleine.	filler	filler_6	Wenn du nicht	19
330	10	die CDU gewählt hatte, verließ das Wahllokal.	sub_ext_RC	2_sub_ext_RC	Der Wähler, der	7
331	10	die Verwendung von Gentechnik bei der Lebensmittelherstellung.	filler	filler	Annabelle war generell gegen	6
332	10	ungeduldig auf ihren Besuch wartete.	filler	filler_29	Sie trommelte mit den Fingern auf den Tisch als sie	27
333	10	mein Vater beauftragt hat, hat ihm gute Dienste geleistet. 	obj_ext_RC	4_obj_ext_RC	Der Jurist, den	30
334	10	gebraucht hat, ein Zeichen Gottes war.	SC_RC	EMBEDDED_3	Ibrahim hat gemeint, dass das Zeichen, dass der Lebensretter, den der Schwimmer	26
335	10	hat meine Oma im Garten einen Schatz vergraben.	filler	filler_16	Vor langer Zeit	20
336	10	festgenommen hat, unschuldig ist, stimmt. 	SC_RC	EMBEDDED_10	Ich denke nicht, dass die Mutmaßung, dass der Kriminelle, den der Polizist	29
337	10	angesprochen hatte, nicht gerechtfertigt ist.	SC_RC	EMBEDDED_4	Ich habe gehört, dass die Aufforderung, dass der Unternehmer, den der Wohltäter	35
338	10	angegriffen hatte, abgewiesen wurde.	SC_RC	EMBEDDED_5	Peter sagte mir, dass die Klage, dass der Schauspieler, den der Star	31
339	10	sich in seine Kollegin verliebt hatte.	filler	filler_12	Karl gab gegenüber Larissa zu, dass er	25
340	10	den Wald bewirtschaftete, fuhr einen grünen Jeep.	sub_ext_RC	4_sub_ext_RC	Der Förster, der	12
341	10	gequält hatte, gefälscht worden war.	SC_RC	EMBEDDED_0	Vorher erfuhr Angela, dass der Bericht, dass das Opfer, das der Verbrecher	13
342	10	eingeladen hatte, nicht mehr gültig ist.	SC_RC	EMBEDDED_2	Lisa hat gesagt, dass die Anordnung, dass der Abgeordnete, den die Diplomatin	9
343	10	musst er neben dem Studium nicht arbeiten.	filler	filler	Der Sohn des Gärtners erhielt ein Stipendium, deshalb	5
344	10	dass seine Tante heute Geburtstag hatte.	filler	filler	Als Frank aufwachte, erinnerte er sich	4
345	10	an dem Abend einen grünen Anzug trug, vorgetragen hatte, war sehr schön.	RC_RC_inan	2_RC_RC_inan	Die Ballade, die der Sänger, der	42
346	10	eines Diebstahls beschuldigt hatte, unbegründet war. 	SC_RC	EMBEDDED_11	Klaus hat erzählt, dass die Befürchtung, dass der Pfarrer, den das Gemeindemitglied	24
347	10	etwas zu einem bestimmten Flugzeugtyp zu recherchieren.	filler	filler_24	Die Piloten trafen sich in der Bibliothek, um	36
348	10	mit seinem Essen nicht zufrieden war, beleidigt hatte, kündigte danach seinen Job.	RC_RC_an	3_RC_RC_an	Der Kellner, den der Kunde, der	32
349	10	eingestellt hat, ihr keine Hilfe war, leider zu spät kam. 	SC_RC	EMBEDDED_7	Die Leute glauben, dass die Feststellung, dass der Marketingspezialist, den die Künstlerin	21
350	10	bestohlen hat, sich nicht gewehrt hat, unbegründet war.	SC_RC	EMBEDDED_1	Hans hat behauptet, dass die Kritik, dass der Buchhändler, den der Dieb	16
351	10	mit seinem Buch nicht weiterkam, erstellt hatte, war verschwunden.	RC_RC_inan	1_RC_RC_inan	Das Manuskript, das der Schriftsteller, der	34
352	10	mir den Zahn gezogen hatte, mir gegeben hatte, schrieb nicht mehr. 	RC_RC_inan	6_RC_RC_inan	Der Stift, den der Zahnarzt, der	38
353	10	die Frau angerufen hatte, war nicht ans Telefon gegangen.	obj_ext_RC	1_obj_ext_RC	Der Tierarzt, den	23
354	10	das Rennen gewonnen hatte, tanzte vor Freude durch den Pferdestall.	sub_ext_RC	5_sub_ext_RC	Der Jockey, der	37
355	10	sich bei ihr für die Geburtstagskarte zu bedanken.	filler	filler_40	Der alte Mann rief seine Schwester an, um	11
356	10	etwas Trauriges.	filler	filler_14	Alle 20 Minuten passiert in Deutschland	40
357	10	immer sehr streng war, zurechtgewiesen hatte, hielt sich anschließend mit seinen Anschuldigungen zurück.	RC_RC_an	2_RC_RC_an	Der Anwalt, den der Richter, der	28
358	10	beschuldigt hatte, nicht schuldig war, eine Überraschung war.	SC_RC	EMBEDDED_9	Niemand denkt wirklich, dass die Erkenntnis, dass der Chef, den der Angestellte	41
359	10	machen viel Spaß.	filler	filler_5	Spiele und Picknicks im Freien	15
360	10	mein Bruder bewunderte, hatte mal wieder ein Tor geschossen.	obj_ext_RC	5_obj_ext_RC	Der Fußballer, den	33
361	10	Baum pflanzen kann, bin ich glücklich.	filler	filler_3	Wenn ich jemals noch einen	10
362	10	seinem engen Helm.	filler	filler_35	Der Holzfäller schwitzte unter	22
363	10	es anfing zu regnen.	filler	filler_27	Die Pferde liefen den Hügel herunter zum Stall, bevor	14
364	11	Patientin geliehen hat, funktionierte nicht. 	RC_RC_inan	6_RC_RC_inan	Der Stift, den der Zahnarzt, der	30
365	11	der Last. 	filler	filler_35	Der Holzfäller schwitzte unter	7
366	11	musste er nicht nebenbei arbeiten. 	filler	filler	Der Sohn des Gärtners erhielt ein Stipendium, deshalb	6
367	11	sie ihr Reiseziel erreicht hatten. 	filler	filler_34	Der Chor machte im Bus vieln Lärm, nachdem	29
368	11	zum Unfallort kam konnte das verletzte Reh nirgendwo finden. 	sub_ext_RC	4_sub_ext_RC	Der Förster, der	19
369	11	sind eine tolle Beschäftigung im Sommer. 	filler	filler_5	Spiele und Picknicks im Freien	20
370	11	nicht retten konnte, Schuld an der Misere hatte. 	SC_RC	EMBEDDED_7	Ich habe gehört, dass die Mutmaßung, dass der Lebensretter, den der Schwimmer	21
